name,slug,mainCategory,city,address,lat,lng,phone,website,locationUrl,rating,numReviews,priceLevel,coverImageUrl,galleryUrls,source,sourcePlaceId,sourceTypes
Cuisine De Terroir,cuisine-de-terroir-marrakech-736d984a4c,RESTAURANT,Marrakech,"118 Rue Kennaria, Marrakesh 40000, Morocco",31.6256275,-7.986301900000001,+212 6 10 19 31 83,https://www.facebook.com/Cuisine.de.terroir/,https://maps.google.com/?cid=3820608120491403033,4.7,2617,1.0,,[],google_places,ChIJ32V1Na7vrw0RGefc19eGBTU,"['establishment', 'food', 'point_of_interest', 'restaurant']"
Restaurant Casa Lalla,restaurant-casa-lalla-marrakech-6c0916aef9,RESTAURANT,Marrakech,"Riad Zitoun Lakdime, 16 Derb Jamaa, Marrakesh 40000, Morocco",31.6238814,-7.986096099999999,+212 6 74 98 44 60,http://www.restaurant-casalalla.com/,https://maps.google.com/?cid=9737373113047369072,4.7,288,,,[],google_places,ChIJkYGOoWfvrw0RcMWgaEEZIoc,"['establishment', 'food', 'point_of_interest', 'restaurant']"
L'Mdina Marrakech,l-mdina-marrakech-marrakech-35cbd40291,RESTAURANT,Marrakech,"Jamaa el Fnaa, 42 Rue des Banques, Marrakech 40000, Morocco",31.6263866,-7.9869941,+212 6 00 80 38 38,https://instagram.com/restaurantlmdina?utm_medium=copy_link,https://maps.google.com/?cid=7195669210083535599,4.3,876,,,[],google_places,ChIJC8SCl2Hvrw0R76o-tAUn3GM,"['establishment', 'food', 'point_of_interest', 'restaurant']"
L'mida Marrakech,l-mida-marrakech-marrakech-d883f6fd4d,RESTAURANT,Marrakech,"Derb Nkhal, 78 Rahba Lakdima, Marrakech 40030, Morocco",31.6292243,-7.986433599999999,+212 5 24 44 36 62,http://lmidamarrakech.com/,https://maps.google.com/?cid=1022399431039962219,4.6,3128,,,[],google_places,ChIJ78-k4nTvrw0Ra8yymd1KMA4,"['establishment', 'food', 'point_of_interest', 'restaurant']"
Dar Zellij,dar-zellij-marrakech-5217659ec4,RESTAURANT,Marrakech,"1, Kaa ssour، Marrakech 40000, Morocco",31.6373244,-7.9922889,+212 5 24 38 26 27,https://marrakech-riads.com/restaurant-dar-zellij/,https://maps.google.com/?cid=3134037169782336226,4.5,1410,3.0,,[],google_places,ChIJg6p3Y2Xurw0R4iq_eTNWfis,"['establishment', 'food', 'point_of_interest', 'restaurant']"
laÔ Marrakech,lao-marrakech-marrakech-904ff193de,RESTAURANT,Marrakech,"benhafssa 14, et 16, Rue Oued El Makhazine, novembre 40000, Morocco",31.6318592,-8.008272999999999,+212 6 62 86 80 40,https://www.laomarrakech.com/,https://maps.google.com/?cid=16439292722697166764,4.6,808,,,[],google_places,ChIJ7SQvj4Pvrw0RrF8H16EZJOQ,"['bar', 'establishment', 'food', 'point_of_interest', 'restaurant']"
Nobu Restaurant Marrakech,nobu-restaurant-marrakech-marrakech-f64f40a8a6,RESTAURANT,Marrakech,"Av. Echouhada et, Rue du Temple, Marrakesh 40000, Morocco",31.6223161,-8.000673599999999,+212 6 67 78 51 52,https://marrakech.nobuhotels.com/nobu-restaurant/?utm_source=gmb_listing&utm_medium=organic,https://maps.google.com/?cid=3348624261207589069,4.2,1071,,,[],google_places,ChIJ-w4cXffvrw0RzYCIFwa0eC4,"['establishment', 'food', 'point_of_interest', 'restaurant']"
Restaurant Dardar Rooftop Marrakech,restaurant-dardar-rooftop-marrakech-marrakech-f6d90ba6ac,BAR,Marrakech,"4 Riad Zitoun Lakdim, Marrakech 40000, Morocco",31.6222367,-7.986396900000001,+212 6 23 61 11 21,https://www.rooftopdardar.com/,https://maps.google.com/?cid=9187980080850350659,4.4,4241,2.0,,[],google_places,ChIJK9RctoDvrw0RQzJzGjRDgn8,"['bar', 'establishment', 'food', 'night_club', 'point_of_interest', 'restaurant']"
Azar Restaurant à Marrakech,azar-restaurant-a-marrakech-marrakech-af653fe47c,RESTAURANT,Marrakech,"Rue de Yougoslavie، Marrakech 40000, Morocco",31.6317457,-8.0129118,+212 5 24 43 09 20,http://www.azarmarrakech.com/,https://maps.google.com/?cid=13755910987723827237,4.5,3462,3.0,,[],google_places,ChIJpS6ik43urw0RJegrUSnQ5r4,"['establishment', 'food', 'point_of_interest', 'restaurant']"
MY TAHER,my-taher-marrakech-ca10d879de,RESTAURANT,Marrakech,"9 Rue des Banques, Marrakech 40000, Morocco",31.6262542,-7.986950500000001,+212 6 61 14 20 12,,https://maps.google.com/?cid=3719244131660330330,4.5,1154,,,[],google_places,ChIJhXZE0Brvrw0RWvWRFNVonTM,"['establishment', 'food', 'point_of_interest', 'restaurant']"
Un Déjeuner à Marrakech,un-dejeuner-a-marrakech-marrakech-a405ad4312,RESTAURANT,Marrakech,"2-4 angle Douar Graoua Kennaria، Medina Marrakech 40000, Morocco",31.6239448,-7.984926,+212 5 24 37 83 87,http://www.undejeuneramarrakech.com/,https://maps.google.com/?cid=12720645084198453810,4.5,1224,,,[],google_places,ChIJVVVVGUHurw0RMsJ3pU7PiLA,"['establishment', 'food', 'point_of_interest', 'restaurant']"
Terra mia café,terra-mia-cafe-marrakech-86b074fec8,CAFE,Marrakech,"Rue Sourya, Marrakech 40000, Morocco",31.6349456,-8.009978,+212 5 24 20 18 19,,https://maps.google.com/?cid=8052705366952861132,4.7,664,,,[],google_places,ChIJWS9xK4_vrw0RzF0bvt30wG8,"['cafe', 'establishment', 'food', 'point_of_interest', 'store']"
Café Des Épices,cafe-des-epices-marrakech-f4a781e702,CAFE,Marrakech,"75 Derb Rahba Lakdima, Marrakech 40000, Morocco",31.629056,-7.987336399999999,+212 6 62 56 41 34,https://cafedesepices.ma/,https://maps.google.com/?cid=14740295332473798397,4.3,6448,1.0,,[],google_places,ChIJEcTYCULurw0R_f5y6IEMkMw,"['cafe', 'establishment', 'food', 'point_of_interest', 'restaurant', 'store']"
Mazel مزال Cafe,mazel-mzl-cafe-marrakech-0bded067de,CAFE,Marrakech,"8 Place des Ferblantiers, Marrakech 40000, Morocco",31.6197367,-7.985023699999999,+212 6 61 66 28 24,https://mazel-cafe.localo.site/?utm_source=google_profile&utm_campaign=localo&utm_medium=mainlink,https://maps.google.com/?cid=18396259902511292634,4.6,1524,,,[],google_places,ChIJ4S2e3invrw0R2qDy7OmkTP8,"['cafe', 'establishment', 'food', 'point_of_interest', 'restaurant', 'store']"
Café Carmel Marrakech,cafe-carmel-marrakech-marrakech-975b2a67af,CAFE,Marrakech,"Bd Allal Al Fassi, Marrakech 40000, Morocco",31.6443783,-8.0007064,+212 6 69 01 41 61,https://www.instagram.com/cafecarmelmarrakech/,https://maps.google.com/?cid=9570450750861938665,4.7,1665,,,[],google_places,ChIJH55YuUDsrw0R6Q9_YUAS0YQ,"['cafe', 'establishment', 'food', 'point_of_interest', 'restaurant', 'store']"
Shtatto,shtatto-marrakech-d60b3faa48,CAFE,Marrakech,"81, Derb Nkhal، Rahba Lakdima, Marrakech 40030, Morocco",31.62920919999999,-7.986527799999999,+212 5 24 37 55 38,http://booking.shtattomarrakech.com/reservation,https://maps.google.com/?cid=15079846571150680294,4.3,1177,,,[],google_places,ChIJXZKM_2nurw0R5iDUXI9gRtE,"['cafe', 'establishment', 'food', 'point_of_interest']"
Cafe Árabe,cafe-arabe-marrakech-a830e10d73,CAFE,Marrakech,"184 Rue Mouassine, Marrakesh 40000, Morocco",31.6307248,-7.989352599999998,+212 5 24 42 97 28,http://www.cafearabe.com/,https://maps.google.com/?cid=3951719058758961606,4.2,4160,2.0,,[],google_places,ChIJqeOLrkfurw0Rxgl4_YtT1zY,"['bar', 'establishment', 'food', 'night_club', 'point_of_interest', 'restaurant']"
Atay Cafe,atay-cafe-marrakech-74bb1054d0,CAFE,Marrakech,"62 rue amsafah, Rte Sidi Abdelaziz, Marrakech 40000, Morocco",31.6326132,-7.9884686,+212 7 14 16 90 67,https://ataycafe.com/,https://maps.google.com/?cid=18104599647406045470,4.4,1814,2.0,,[],google_places,ChIJHauqqmnurw0RHrlMAHV1QPs,"['cafe', 'establishment', 'food', 'point_of_interest', 'restaurant']"
Cafe Clock,cafe-clock-marrakech-ad16e15197,CAFE,Marrakech,"224 Derb Chtouka, Marrakesh 40000, Morocco",31.6128952,-7.987250999999999,+212 5 24 37 83 67,https://www.cafeclock.com/,https://maps.google.com/?cid=16569729033174043302,4.4,2470,2.0,,[],google_places,ChIJSXNuuk7urw0RpsrQ9sOA8-U,"['cafe', 'establishment', 'food', 'point_of_interest']"
Bazaar Cafe,bazaar-cafe-marrakech-acab0a672a,CAFE,Marrakech,"24B Rue Sidi el Yamani, Marrakesh 40000, Morocco",31.6288787,-7.9911388,+212 5 24 38 72 83,http://www.bazaarcafe.ma/,https://maps.google.com/?cid=17841432312568018957,4.5,2013,2.0,,[],google_places,ChIJ46fzHWjurw0RDfjKCimAmfc,"['bar', 'cafe', 'establishment', 'food', 'point_of_interest', 'restaurant', 'store']"
Chez Bismilah SAND Coffee,chez-bismilah-sand-coffee-marrakech-3c7baa3e32,CAFE,Marrakech,"193 Souk El kebir، مراكش 40000, Morocco",31.6308343,-7.986992900000001,+212 6 54 90 93 38,,https://maps.google.com/?cid=9206224279243981640,4.8,268,1.0,,[],google_places,ChIJcXEJG4Xvrw0RSAPqjjQUw38,"['cafe', 'establishment', 'food', 'point_of_interest']"
MARH Coffee Roasters Marrakech - Coffee Shop Gueliz,marh-coffee-roasters-marrakech-coffee-shop-gueliz-marrakech-8cef631c1a,CAFE,Marrakech,"Rue Oued El Makhazine, Marrakech 40000, Morocco",31.6296369,-8.0080817,+212 5 24 20 12 14,https://marhcoffeeroasters.com/,https://maps.google.com/?cid=5724689054321781364,4.9,119,,,[],google_places,ChIJ9_WZmvTvrw0RdKpqPF0uck8,"['cafe', 'establishment', 'food', 'point_of_interest', 'store']"
Hyuna House Cafe,hyuna-house-cafe-marrakech-9897d72438,CAFE,Marrakech,"hyuna house cafe, 24 Rte Sidi Abdelaziz, Marrakech 40000, Morocco",31.6317934,-7.9886059,,,https://maps.google.com/?cid=15995174117991690522,4.8,463,,,[],google_places,ChIJXxDtBwDvrw0RGrFqPx1G-t0,"['bakery', 'cafe', 'establishment', 'food', 'point_of_interest', 'store']"
Grand Café de la Poste,grand-cafe-de-la-poste-marrakech-ff327d5387,CAFE,Marrakech,"Angle Boulevard El Mansour Eddahbi et Avenue Imam، Marrakech 40000, Morocco",31.6330744,-8.0100755,+212 5 24 43 30 38,http://www.grandcafedelaposte.restaurant/,https://maps.google.com/?cid=10904296948356852921,4.2,3814,3.0,,[],google_places,ChIJXSYnJ4zurw0RuawvFE3YU5c,"['establishment', 'food', 'point_of_interest', 'restaurant']"
Thirty5ive Marrakech,thirty5ive-marrakech-marrakech-52dc7d8d21,CAFE,Marrakech,"3 Rue el Imam Malik, Marrakech 40000, Morocco",31.6345824,-8.0057982,+212 7 80 56 33 70,http://www.thirty5ive.com/,https://maps.google.com/?cid=450331312505000546,4.7,461,,,[],google_places,ChIJNXsGMPjvrw0RYpIYWfHlPwY,"['art_gallery', 'cafe', 'establishment', 'food', 'point_of_interest', 'store']"
Café Kessabine,cafe-kessabine-marrakech-b67d4403f7,CAFE,Marrakech,"Jemaa el-Fna, Marrakech 40000, Morocco",31.6271277,-7.9870593,+212 6 36 42 93 69,https://www.facebook.com/cafekessabine/,https://maps.google.com/?cid=3279502233825768451,4.2,1125,1.0,,[],google_places,ChIJ309E6kfvrw0RA_RI9-chgy0,"['establishment', 'food', 'point_of_interest', 'restaurant']"
Fine Mama? Restaurant & Rooftop,fine-mama-restaurant-rooftop-marrakech-80a4e820cd,CAFE,Marrakech,"89 Pass. Prince Moulay Rachid, Marrakech 40000, Morocco",31.622995,-7.989680399999999,+212 5 25 61 06 00,https://www.instagram.com/finemama_officiel/,https://maps.google.com/?cid=8877306601539877197,4.5,3211,2.0,,[],google_places,ChIJr0QYRdnvrw0RTbkD81GHMns,"['cafe', 'establishment', 'food', 'point_of_interest', 'restaurant', 'store']"
Bacha Coffee,bacha-coffee-marrakech-c10dc90653,CAFE,Marrakech,"Dar el Bacha, Rte Sidi Abdelaziz, Marrakech 40000, Morocco",31.6310693,-7.9924865,+212 5 24 38 12 93,https://bachacoffee.com/en,https://maps.google.com/?cid=1902625136715513468,4.2,2656,,,[],google_places,ChIJ_XfHgqzvrw0RfD6oNnt7Zxo,"['cafe', 'establishment', 'food', 'point_of_interest', 'store']"
Kesh cup Marrakech,kesh-cup-marrakech-marrakech-9b124dfee4,CAFE,Marrakech,"29 طريق سيدي عبد العزيز، Marrakech 40000, Morocco",31.631443,-7.989175800000001,+212 6 61 53 70 56,,https://maps.google.com/?cid=15520580274304161538,4.9,436,,,[],google_places,ChIJz6N82MXvrw0RApfVJYctZNc,"['cafe', 'establishment', 'food', 'point_of_interest', 'store']"
Simple specialty coffee,simple-specialty-coffee-marrakech-ba318d167d,CAFE,Marrakech,"dar el bacha, rte sidi abdel aziz, Marrakech 40000, Morocco",31.6315871,-7.9909191,,,https://maps.google.com/?cid=1974197586093800500,4.9,180,,,[],google_places,ChIJ4Qfuu6Lvrw0RNPyNqz7CZRs,"['cafe', 'establishment', 'food', 'point_of_interest', 'store']"
Kosy Kawa,kosy-kawa-marrakech-25572d7b6b,CAFE,Marrakech,"place des ferblantiers, Marrakech 40000, Morocco",31.6193773,-7.9844893,+212 6 66 94 62 78,https://www.instagram.com/kosy.kawa?igsh=dzAzbGk2cnJvdjFi,https://maps.google.com/?cid=10449734417390265245,4.8,386,,,[],google_places,ChIJJQYClujvrw0RnWO4aRbqBJE,"['cafe', 'establishment', 'food', 'point_of_interest', 'store']"
Moroccan Teahouse Restaurant - 1112 Marrakech,moroccan-teahouse-restaurant-1112-marrakech-marrakech-a6468cb0a0,CAFE,Marrakech,"N° 12 Place de La Kissariat Ben Youssef, Marrakesh 40030, Morocco",31.6312446,-7.9865925,+212 5 24 44 11 15,https://1112marrakech.com/,https://maps.google.com/?cid=10798934701115980983,4.8,776,,,[],google_places,ChIJeSH8bTXvrw0RtzyoPOWF3ZU,"['establishment', 'food', 'point_of_interest', 'restaurant']"
Boston Coffee Restaurant Eat Drink Relax Marrakech,boston-coffee-restaurant-eat-drink-relax-marrakech-marrakech-6917c64cac,CAFE,Marrakech,"N'15, magasin, complexe El habous, Bd Allal Al Fassi, Marrakech 40000, Morocco",31.6446056,-8.0006956,+212 6 21 85 21 22,https://getscopeapp.pro/menu/boston,https://maps.google.com/?cid=1917222195544011182,4.4,909,,,[],google_places,ChIJ4ZLZqjPvrw0RrjHl0G1Xmxo,"['establishment', 'food', 'point_of_interest', 'restaurant']"
BAROMETRE MARRAKECH,barometre-marrakech-marrakech-930d0e4e91,BAR,Marrakech,"Rue Moulay Ali, Marrakesh 40000, Morocco",31.6371481,-8.0139932,+212 5 24 37 90 12,http://www.lebarometre.net/,https://maps.google.com/?cid=8915167645433917359,4.8,1440,3.0,,[],google_places,ChIJWWKcI5Durw0Rr-8kK70JuXs,"['bar', 'establishment', 'food', 'point_of_interest', 'restaurant']"
Pointbar Marrakech,pointbar-marrakech-marrakech-829e1b7e8b,BAR,Marrakech,"3 bis، Rue Abou Hayan Taouhidi, Marrakech 40000, Morocco",31.6390805,-8.0147961,+212 6 00 01 50 10,http://pointbar-restaurant.com/,https://maps.google.com/?cid=1117326636978998702,4.5,1552,2.0,,[],google_places,ChIJy39xoZrurw0Rrg03D6iKgQ8,"['bar', 'establishment', 'food', 'point_of_interest', 'restaurant']"
Le Salama Moroccan Soul Food,le-salama-moroccan-soul-food-marrakech-7d07fd2b60,BAR,Marrakech,"40 Rue des Banques, Marrakech 40000, Morocco",31.6264238,-7.986969999999999,+212 6 75 48 00 18,https://www.lesalamamarrakech.com/,https://maps.google.com/?cid=8633734422478859586,3.7,3904,3.0,,[],google_places,ChIJy31UK0Lurw0RQi3quLYv0Xc,"['bar', 'establishment', 'food', 'point_of_interest', 'restaurant']"
Rooftop Garden,rooftop-garden-marrakech-9876de04bf,BAR,Marrakech,"Angle Avenue Echouhada et, Rue du Temple, Marrakech 40000, Morocco",31.6221332,-8.0007559,+212 6 70 03 44 22,https://www.nobuhotels.com/marrakech/dining/rooftop-garden-restaurant-sushi-bar/,https://maps.google.com/?cid=12644639931639434315,4.7,5483,,,[],google_places,ChIJtxQ1NoLvrw0RS4wWDgbJeq8,"['bar', 'establishment', 'food', 'night_club', 'point_of_interest', 'restaurant']"
"Cocktail Bar & Jazz Club, Marrakech",cocktail-bar-jazz-club-marrakech-marrakech-0447967809,BAR,Marrakech,"7/8 Derb Chaabane, Elkdim 40000, Morocco",31.6245156,-7.9870425,+212 5 24 42 96 46,,https://maps.google.com/?cid=5790907332667550734,4.9,854,,,[],google_places,ChIJJ-vUd1nvrw0RDqzamolvXVA,"['bar', 'establishment', 'night_club', 'point_of_interest']"
Comptoir Darna,comptoir-darna-marrakech-451fa770b2,BAR,Marrakech,"Av. Echouhada, Marrakech 40000, Morocco",31.62387859999999,-8.0031521,+212 5 24 43 77 02,http://www.comptoirmarrakech.com/,https://maps.google.com/?cid=9686510566377602634,4.7,12114,2.0,,[],google_places,ChIJ_cvwi_Xurw0RSj4B7glmbYY,"['bar', 'establishment', 'food', 'night_club', 'point_of_interest', 'restaurant']"
Kosybar rooftop Marrakesh,kosybar-rooftop-marrakesh-marrakech-01a4d829cb,BAR,Marrakech,"Place des Ferblantiers، مراكش 40000, Morocco",31.6194623,-7.984452800000001,+212 6 62 21 84 39,https://www.kosybar.com/,https://maps.google.com/?cid=8602309366506947583,4.2,2404,2.0,,[],google_places,ChIJNzwWJUburw0R_4OptsqKYXc,"['bar', 'establishment', 'food', 'night_club', 'point_of_interest', 'restaurant']"
So Lounge Marrakech,so-lounge-marrakech-marrakech-130e3266a6,BAR,Marrakech,"Rue Haroun Errachid, Marrakech 40000, Morocco",31.6220107,-8.0027733,+212 6 56 51 50 09,https://sofitel.accor.com/fr/hotels/3569/R003.restaurant.html,https://maps.google.com/?cid=5311639966379267201,4.3,1782,2.0,,[],google_places,ChIJd4tMqFjurw0RgdTNOmi8tkk,"['bar', 'establishment', 'food', 'night_club', 'point_of_interest', 'restaurant']"
Cantobar,cantobar-marrakech-53894d40f7,BAR,Marrakech,"38/39 Avenue Moulay El Hassan 1er hivernage، Marrakech 40000, Morocco",31.627167,-8.008062299999999,+212 6 50 50 94 51,,https://maps.google.com/?cid=17917624303211418062,4.6,1728,2.0,,[],google_places,ChIJX5S-sfTurw0RzpHSQ18wqPg,"['bar', 'establishment', 'food', 'night_club', 'point_of_interest', 'restaurant']"
Addict by Gatsby,addict-by-gatsby-marrakech-3fe798689f,BAR,Marrakech,"20 Rue du Draa, Marrakesh 40000, Morocco",31.6373183,-8.0194224,+212 6 00 64 20 15,http://www.gatsbybarbershop.com/,https://maps.google.com/?cid=15118346588074142083,4.6,407,,,[],google_places,ChIJgzrfl5bvrw0Rg-llFR8oz9E,"['bar', 'cafe', 'establishment', 'food', 'night_club', 'point_of_interest', 'store']"
Restaurant - Le 68 Bar à Vin Marrakech,restaurant-le-68-bar-a-vin-marrakech-marrakech-a93fbd0147,BAR,Marrakech,"68 Rue de la Liberté, Marrakech 40000, Morocco",31.6361672,-8.0107115,+212 5 24 44 97 42,,https://maps.google.com/?cid=15723213173738257774,4.6,1244,2.0,,[],google_places,ChIJf4ZCPY7urw0Rbj1pjBMTNNo,"['bar', 'establishment', 'food', 'point_of_interest', 'restaurant']"
Churchill Bar,churchill-bar-marrakech-1b08bec93c,BAR,Marrakech,"Avenue Bab Jdid, Marrakech 40040, Morocco",31.6213774,-7.9975197,+212 5 24 38 86 00,https://www.mamounia.com/fr/bars/the-churchill-bar.html,https://maps.google.com/?cid=8619380031725674475,4.4,40,,,[],google_places,ChIJqfSQep_vrw0R658ar3gwnnc,"['bar', 'establishment', 'point_of_interest']"
Manso Bar,manso-bar-marrakech-5163eb7d04,BAR,Marrakech,"Bd Mohamed VI, Marrakech 40000, Morocco",31.6246081,-8.015666999999999,+212 5 24 33 91 00,https://movenpick.accor.com/en/africa/morocco/marrakech/marrakech/restaurants/manso-bar.html?utm_source=google+Maps&utm_medium=seo+maps&utm_content=bar-B4P6-manso&utm_campaign=seo+maps,https://maps.google.com/?cid=4629175805721335671,4.7,58,,,[],google_places,ChIJe4IwwvDvrw0Rd1fabt4iPkA,"['bar', 'establishment', 'point_of_interest']"
La Casa Restaurant Lounge Bar Marrakech,la-casa-restaurant-lounge-bar-marrakech-marrakech-fd182a0a01,BAR,Marrakech,"Av. du Président Kennedy, Marrakech 40020, Morocco",31.621036,-8.007304999999999,+212 6 61 59 88 53,https://www.lacasarestaurantmarrakech.com/,https://maps.google.com/?cid=12268584895887269592,4.6,996,2.0,,[],google_places,ChIJL5Gzvvburw0R2F4VCPbEQqo,"['bar', 'establishment', 'food', 'night_club', 'point_of_interest', 'restaurant']"
Lola Skylounge,lola-skylounge-marrakech-45e4e27093,BAR,Marrakech,"Rue Oued EL Makhazine, en face du Club Royal de Tennis, Angle Rue Imam Chafai, Marrakech 40000, Morocco",31.6293772,-8.0079893,+212 5 24 35 95 50,http://lolaskylounge.com/,https://maps.google.com/?cid=5667412388782599246,3.9,333,2.0,,[],google_places,ChIJbbdTZ8Pvrw0RTuwIVYqxpk4,"['bar', 'establishment', 'point_of_interest']"
Otto,otto-marrakech-6e0ffc7ea0,BAR,Marrakech,"229 Rue Riad Zitoun el Jdid, Marrakesh 40000, Morocco",31.6218398,-7.984527099999998,+212 7 07 73 41 36,https://otto-marrakech.com/,https://maps.google.com/?cid=6002247595227556074,4.4,1908,,,[],google_places,ChIJ3T36A7Pvrw0R6ih792JETFM,"['bar', 'establishment', 'food', 'point_of_interest', 'restaurant']"
Zest Rooftop Bar,zest-rooftop-bar-marrakech-d6b315b801,BAR,Marrakech,"Four Seasons Resort, 1 Boulevard de la, Marrakech 40000, Morocco",31.61993649999999,-8.016762,+212 5 24 35 92 00,https://www.fourseasons.com/fr/marrakech/dining/,https://maps.google.com/?cid=6062015392148990149,4.8,10,,,[],google_places,ChIJtRqKh5_vrw0Rxaj9l-GaIFQ,"['bar', 'establishment', 'food', 'night_club', 'point_of_interest', 'restaurant']"
Back to the 80's Marrakech,back-to-the-80-s-marrakech-marrakech-b236395327,BAR,Marrakech,"1er, 38 Av. Moulay El Hassan, Marrakech 40000, Morocco",31.627333,-8.007617999999999,+212 6 50 50 94 51,,https://maps.google.com/?cid=6723680258605609389,4.9,695,,,[],google_places,ChIJoX54Ia3vrw0RrXF-VZJPT10,"['bar', 'establishment', 'food', 'night_club', 'point_of_interest', 'restaurant']"
The Lotus Club,the-lotus-club-marrakech-5e07a66d7f,BAR,Marrakech,"Rue Ahmed Chaouqi, Marrakesh 40000, Morocco",31.6244339,-8.0040724,+212 6 10 10 13 20,https://www.lelotusclub.com/,https://maps.google.com/?cid=10475167194048885852,4.2,1271,3.0,,[],google_places,ChIJoy2Ml_Xurw0RXPQbLBBFX5E,"['bar', 'establishment', 'food', 'night_club', 'point_of_interest', 'restaurant']"
l'envers,l-envers-marrakech-8b879b3aef,BAR,Marrakech,"29 Rue Ibn Aïcha, Marrakech 40000, Morocco",31.63830369999999,-8.015703199999999,+212 6 62 55 24 78,http://www.lenversmarrakech.com/,https://maps.google.com/?cid=15813830430013451414,4.1,531,,,[],google_places,ChIJkY4LdJDurw0Rluw2p_0Cdts,"['bar', 'establishment', 'food', 'point_of_interest', 'restaurant']"
O’Mulligan Resto Pub,omulligan-resto-pub-marrakech-f4ff98b66e,BAR,Marrakech,"59, Bd Hassan II Residence Le Verdoyant، Marrakech 40000, Morocco",31.6315563,-8.010220799999999,+212 6 68 19 30 49,https://www.omulligan-marrakech.com/,https://maps.google.com/?cid=4109148187083889608,4.0,822,2.0,,[],google_places,ChIJwdrKSIzurw0RyFuTRIGgBjk,"['bar', 'establishment', 'point_of_interest']"
La Cueva restaurant bar à tapas,la-cueva-restaurant-bar-a-tapas-marrakech-0b190e8689,BAR,Marrakech,"5 Rue Tariq Bnou Ziad, Marrakech 40000, Morocco",31.6373011,-8.0125218,+212 7 74 94 27 26,http://www.lacueva.ma/,https://maps.google.com/?cid=7847953898147739955,4.4,692,2.0,,[],google_places,ChIJNQrNwY_urw0RM_m8eH2I6Ww,"['bar', 'establishment', 'point_of_interest']"
BABOUCHKA,babouchka-marrakech-3c6a5de84e,NIGHTCLUB,Marrakech,"10 Rue Haroun Errachid, Marrakech 40000, Morocco",31.6219845,-8.000590800000001,+212 6 16 60 94 70,https://babouchka-marrakech.com/,https://maps.google.com/?cid=13934937622147907986,4.8,4077,4.0,,[],google_places,ChIJd95r0Fjurw0RkkFa1-_XYsE,"['establishment', 'night_club', 'point_of_interest']"
Theatro Marrakech,theatro-marrakech-marrakech-ca7c90f8b9,NIGHTCLUB,Marrakech,"Rue Ibrahim El Mazini, Casino de Marrakech Es Saadi Marrakech Resort، Marrakech 40000, Morocco",31.621501,-8.004951,+212 6 64 86 03 39,https://linkio.it/theatro,https://maps.google.com/?cid=4880757519801633114,4.4,3661,2.0,,[],google_places,ChIJy6RRZfburw0RWsmX2hrvu0M,"['establishment', 'night_club', 'point_of_interest']"
SECRET ROOM MARRAKECH - Discothèque - Boîte de nuit,secret-room-marrakech-discotheque-boite-de-nuit-marrakech-e558bda336,NIGHTCLUB,Marrakech,"Av. Echouhada, Marrakech 40000, Morocco",31.6241679,-8.003255,+212 6 37 20 51 38,http://www.secretroommarrakech.com/,https://maps.google.com/?cid=356986777426597656,3.7,704,,,[],google_places,ChIJifQnjPXurw0RGBcGKpVF9AQ,"['establishment', 'night_club', 'point_of_interest']"
555 Famous Club Marrakech -Discothèque-Boîte de nuit,555-famous-club-marrakech-discotheque-boite-de-nuit-marrakech-3962378a42,NIGHTCLUB,Marrakech,"Hotel Clubbing، 555 شارع محمد السادس، مراكش 40000, Morocco",31.592144,-7.9899048,+212 6 78 64 39 40,http://www.555marrakech.com/,https://maps.google.com/?cid=15628870792185080279,3.8,887,3.0,,[],google_places,ChIJI5_c_Lrvrw0R12mrIC7n5Ng,"['establishment', 'night_club', 'point_of_interest']"
Stage Night Club Marrakech,stage-night-club-marrakech-marrakech-b297df5f82,NIGHTCLUB,Marrakech,"KM 5 Rte de Casablanca, Marrakech 40000, Morocco",31.6844329,-7.993061399999999,+212 6 61 84 23 20,https://instagram.com/stagemarrakech,https://maps.google.com/?cid=7868018556052933881,4.6,155,,,[],google_places,ChIJ65pV_TLtrw0R-Yy3rzDRMG0,"['establishment', 'night_club', 'point_of_interest']"
W Club Marrakech,w-club-marrakech-marrakech-cdcacfc982,NIGHTCLUB,Marrakech,"Menara Mall، Marrakech 40000, Morocco",31.6175751,-8.0101259,+212 6 25 25 25 06,,https://maps.google.com/?cid=2222736159366660794,3.7,378,3.0,,[],google_places,ChIJF8L5jfDurw0RukJ3qMK-2B4,"['establishment', 'night_club', 'point_of_interest']"
Byblos Night Club,byblos-night-club-marrakech-ae00054103,NIGHTCLUB,Marrakech,"139 Rue Mohammed el Beqal, Marrakech 40000, Morocco",31.6362374,-8.0159237,+212 6 62 01 49 46,,https://maps.google.com/?cid=14820725243947675489,3.6,210,,,[],google_places,ChIJRb9wqrjvrw0RYW8q9xXLrc0,"['establishment', 'night_club', 'point_of_interest']"
Eden club Marrakech,eden-club-marrakech-marrakech-0d5751d407,NIGHTCLUB,Marrakech,"Complexe Le Must Club, en face consulat de france, Marrakech 40000, Morocco",31.6246849,-8.0169416,+212 6 20 30 40 50,https://edenclubmarrakech.com/,https://maps.google.com/?cid=3588291634470577812,3.9,145,,,[],google_places,ChIJHXxavdTvrw0RlOYf3zoszDE,"['establishment', 'night_club', 'point_of_interest']"
